filename,score,entropy
"The gentle, rolling hills of the countryside were a peaceful escape from the hustle and bustle of th_00000.png",0.0001,85.02783203125
"The gentle, rolling hills of the countryside were a peaceful escape from the hustle and bustle of th_00000.png",0.0001,72.00313568115234
The white cat is lying on the brown sofa._00000.png,0.6643,70.83357238769531
The white cat is lying on the brown sofa._00000.png,0.6643,72.45329284667969
The blue cylinder was balanced on the edge of the yellow hexagon and the green diamond._00000.png,0.0041,22.627891540527344
The blue cylinder was balanced on the edge of the yellow hexagon and the green diamond._00000.png,0.0041,25.216978073120117
"The soft, plush texture of the teddy bear was a comforting companion for the child at bedtime._00000.png",0.0826,40.47965621948242
"The soft, plush texture of the teddy bear was a comforting companion for the child at bedtime._00000.png",0.0826,65.01714324951172
The comfortable hammock swayed in the warm breeze and the cool shade._00000.png,0.4881,64.93732452392578
The comfortable hammock swayed in the warm breeze and the cool shade._00000.png,0.4881,64.5059585571289
The soft white feathers of the owl contrasted with the sharp black talons._00000.png,0.3322,75.46602630615234
The soft white feathers of the owl contrasted with the sharp black talons._00000.png,0.3322,82.39945220947266
The bright green grass contrasted with the dull grey pavement._00000.png,0.2456,39.001495361328125
The bright green grass contrasted with the dull grey pavement._00000.png,0.2456,20.880138397216797
The soft blanket was on top of the hard couch._00000.png,0.1988,48.08257293701172
The soft blanket was on top of the hard couch._00000.png,0.1988,66.44851684570312
